gene_id,gene_symbol
ENSG00000114098.18,ARMC8
ENSG00000023318.9,ERP44
ENSG00000140464.20,PML
ENSG00000129515.20,SNX6
ENSG00000176678.6,FOXL1
ENSG00000172640.4,OR10AD1
ENSG00000281398.4,SNHG4
ENSG00000179950.15,PUF60
ENSG00000124831.20,LRRFIP1
ENSG00000233393.3,LOC105369306
ENSG00000148600.15,CDHR1
ENSG00000137834.15,SMAD6
ENSG00000048471.14,SNX29
ENSG00000136271.11,DDX56
ENSG00000197275.14,RAD54B
ENSG00000168884.15,TNIP2
ENSG00000165895.19,ARHGAP42
ENSG00000184226.15,PCDH9
ENSG00000138092.11,CENPO
ENSG00000188732.11,FAM221A
ENSG00000155875.15,SAXO1
ENSG00000232036.2,LOC100129573
ENSG00000183814.16,LIN9
ENSG00000141542.11,RAB40B
ENSG00000127334.11,DYRK2
ENSG00000257815.10,PRANCR
ENSG00000228264.1,PSMD8P1
ENSG00000068097.16,HEATR6
ENSG00000035403.18,VCL
ENSG00000179988.15,PSTK
ENSG00000182979.18,MTA1
ENSG00000176396.11,EID2
ENSG00000159579.14,RSPRY1
ENSG00000167378.10,IRGQ
ENSG00000253741.5,LNCOC1
ENSG00000135966.14,TGFBRAP1
ENSG00000114200.10,BCHE
ENSG00000281376.1,ABALON
ENSG00000088876.13,ZNF343
ENSG00000133872.14,SARAF
ENSG00000055130.18,CUL1
ENSG00000211951.2,IGHV2-26
ENSG00000291309.2,LY6S
ENSG00000214842.6,RAD51AP2
ENSG00000213694.7,S1PR3
ENSG00000167588.13,GPD1
ENSG00000059145.19,UNKL
ENSG00000099817.12,POLR2E
ENSG00000150773.12,PIH1D2
ENSG00000143248.13,RGS5
ENSG00000196352.18,CD55
ENSG00000172765.19,TMCC1
ENSG00000113249.14,HAVCR1
ENSG00000172725.14,CORO1B
ENSG00000151498.12,ACAD8
ENSG00000196449.4,YRDC
ENSG00000225342.3,LINC01779
ENSG00000223350.2,IGLV9-49
ENSG00000183318.12,SPDYE4
ENSG00000143771.12,CNIH4
ENSG00000092871.17,RFFL
ENSG00000100027.17,YPEL1
ENSG00000165186.12,PTCHD1
ENSG00000137522.18,RNF121
ENSG00000170681.7,CAVIN4
ENSG00000251533.3,LINC00605
ENSG00000170054.16,SERPINA9
ENSG00000138780.15,GSTCD
ENSG00000251400.1,ALDH7A1P1
ENSG00000213316.10,LTC4S
ENSG00000137288.10,UQCC2
ENSG00000139239.7,RPL14P1
ENSG00000213672.8,NCKIPSD
ENSG00000143452.16,HORMAD1
ENSG00000264745.2,TTC39C-AS1
ENSG00000204271.13,SPIN3
ENSG00000148541.13,FAM13C
ENSG00000108242.13,CYP2C18
ENSG00000117411.18,B4GALT2
ENSG00000151304.6,SRFBP1
ENSG00000119943.13,PYROXD2
ENSG00000092068.21,SLC7A8
ENSG00000196876.19,SCN8A
ENSG00000115875.19,SRSF7
ENSG00000277893.2,SRD5A2
ENSG00000067560.14,RHOA
ENSG00000256394.3,ASIC5
ENSG00000197045.14,GMFB
ENSG00000005108.17,THSD7A
ENSG00000116649.10,SRM
ENSG00000106633.18,GCK
ENSG00000197694.19,SPTAN1
ENSG00000078114.19,NEBL
ENSG00000132780.17,NASP
ENSG00000146233.8,CYP39A1
ENSG00000135100.19,HNF1A
ENSG00000165140.12,FBP1
ENSG00000172183.16,ISG20
ENSG00000211972.2,IGHV3-66
ENSG00000146540.15,C7orf50
ENSG00000163660.12,CCNL1
ENSG00000101298.15,SNPH
ENSG00000233266.1,HMGB1P31
ENSG00000277452.1,RN7SL473P
ENSG00000159307.20,SCUBE1
ENSG00000060762.20,MPC1
ENSG00000128708.13,HAT1
ENSG00000087245.13,MMP2
ENSG00000265713.1,LOC100421100
ENSG00000143365.20,RORC
ENSG00000196620.10,UGT2B15
ENSG00000184009.13,ACTG1
ENSG00000115561.16,CHMP3
ENSG00000130713.17,EXOSC2
ENSG00000111843.14,TMEM14C
ENSG00000167123.20,CERCAM
ENSG00000176170.14,SPHK1
ENSG00000203356.3,LINC01562
ENSG00000054282.16,SDCCAG8
ENSG00000144395.18,CCDC150
ENSG00000114268.12,PFKFB4
ENSG00000112936.21,C7
ENSG00000044090.13,CUL7
ENSG00000176438.13,SYNE3
ENSG00000166794.7,PPIB
ENSG00000173548.9,SNX33
ENSG00000287281.3,LOC107985177
ENSG00000215458.9,AATBC
ENSG00000123131.13,PRDX4
ENSG00000162139.10,NEU3
ENSG00000108773.11,KAT2A
ENSG00000147570.10,DNAJC5B
ENSG00000212175.1,LOC124900537
ENSG00000156983.17,BRPF1
ENSG00000067840.13,PDZD4
ENSG00000125637.16,PSD4
ENSG00000178562.19,CD28
ENSG00000256025.2,CACNA1C-AS4
ENSG00000139263.12,LRIG3
ENSG00000066044.15,ELAVL1
ENSG00000128408.9,RIBC2
ENSG00000074219.14,TEAD2
ENSG00000084073.10,ZMPSTE24
ENSG00000142102.16,PGGHG
ENSG00000213366.13,GSTM2
ENSG00000236107.12,SCN1A-AS1
ENSG00000174109.5,UQCC4
ENSG00000224973.7,LARGE-AS1
ENSG00000279891.1,FLJ42393
ENSG00000172331.12,BPGM
ENSG00000183060.16,LYSMD4
ENSG00000153071.15,DAB2
ENSG00000270880.1,ATP5PBP8
ENSG00000172531.16,PPP1CA
ENSG00000167088.11,SNRPD1
ENSG00000222915.1,RNU6-564P
ENSG00000160447.7,PKN3
ENSG00000290926.2,LINC03006
ENSG00000171723.16,GPHN
ENSG00000124374.9,PAIP2B
ENSG00000238113.8,LINC01410
ENSG00000148335.15,NTMT1
ENSG00000230489.3,VAV3-AS1
ENSG00000143869.7,GDF7
ENSG00000249855.1,EEF1A1P19
ENSG00000224533.5,TMLHE-AS1
ENSG00000196141.14,SPATS2L
ENSG00000158955.11,WNT9B
ENSG00000184384.15,MAML2
ENSG00000162927.15,PUS10
ENSG00000125734.16,GPR108
ENSG00000181847.12,TIGIT
ENSG00000200183.1,RNU6-238P
ENSG00000225975.9,ZNF567-DT
ENSG00000213088.14,ACKR1
ENSG00000001460.18,STPG1
ENSG00000130294.18,KIF1A
ENSG00000231574.8,LINC02015
ENSG00000145536.15,ADAMTS16
ENSG00000172543.9,CTSW
ENSG00000224101.1,ELMO1-AS1
ENSG00000154945.7,ANKRD40
ENSG00000255647.4,LOC731157
ENSG00000182853.12,VMO1
ENSG00000105426.19,PTPRS
ENSG00000168306.13,ACOX2
ENSG00000165209.19,STRBP
ENSG00000183763.9,TRAIP
ENSG00000197208.6,SLC22A4
ENSG00000204161.15,TMEM273
ENSG00000146555.20,SDK1
ENSG00000175520.9,UBQLN3
ENSG00000167136.7,ENDOG
ENSG00000147606.9,SLC26A7
ENSG00000182636.8,NDN
ENSG00000229727.8,LOC100506274
ENSG00000101294.20,HM13
ENSG00000226469.1,ADAM1B
ENSG00000067829.20,IDH3G
ENSG00000162599.18,NFIA
ENSG00000157150.5,TIMP4
ENSG00000164252.13,AGGF1
ENSG00000179335.20,CLK3
ENSG00000165732.14,DDX21
ENSG00000101191.17,DIDO1
ENSG00000160145.16,KALRN
ENSG00000143375.15,CGN
ENSG00000152527.14,PLEKHH2
ENSG00000112877.8,CEP72
ENSG00000146904.9,EPHA1
ENSG00000185262.9,UBALD2
ENSG00000267058.1,LOC100505715
ENSG00000163719.20,MTMR14
ENSG00000101152.12,DNAJC5
ENSG00000178445.10,GLDC
ENSG00000183741.12,CBX6
ENSG00000173706.15,HEG1
ENSG00000188803.15,SHISA6
ENSG00000090581.11,GNPTG
ENSG00000169641.16,LUZP1
ENSG00000171790.16,SLFNL1
ENSG00000206605.1,RNU6-946P
ENSG00000106052.14,TAX1BP1
ENSG00000291065.2,LOC441666
ENSG00000011198.10,ABHD5
ENSG00000182676.5,PPP1R27
ENSG00000101337.16,TM9SF4
ENSG00000103415.12,HMOX2
ENSG00000077044.11,DGKD
ENSG00000163923.10,RPL39L
ENSG00000135074.16,ADAM19
ENSG00000140365.16,COMMD4
ENSG00000132205.11,EMILIN2
ENSG00000188112.10,C6orf132
ENSG00000198265.12,HELZ
ENSG00000143622.12,RIT1
ENSG00000204261.9,PSMB8-AS1
ENSG00000072163.20,LIMS2
ENSG00000155307.19,SAMSN1
ENSG00000134202.12,GSTM3
ENSG00000182973.20,CNOT10
ENSG00000127666.11,TICAM1
ENSG00000147912.13,FBXO10
ENSG00000139613.12,SMARCC2
ENSG00000243339.3,RN7SL738P
ENSG00000168158.4,OR2C1
ENSG00000146070.17,PLA2G7
ENSG00000143093.15,STRIP1
ENSG00000197771.13,MCMBP
ENSG00000133321.12,PLAAT4
ENSG00000062485.19,CS
ENSG00000172638.13,EFEMP2
ENSG00000110717.13,NDUFS8
ENSG00000100532.13,CGRRF1
ENSG00000005102.14,MEOX1
ENSG00000181378.14,CFAP65
ENSG00000109920.13,FNBP4
ENSG00000225733.8,FGD5-AS1
ENSG00000164896.21,FASTK
ENSG00000211445.13,GPX3
ENSG00000263400.9,TMEM220-AS1
ENSG00000100300.18,TSPO
ENSG00000164180.14,TMEM161B
ENSG00000164405.11,UQCRQ
ENSG00000145826.9,LECT2
ENSG00000106635.8,BCL7B
ENSG00000274349.5,ZNF658
ENSG00000260807.8,CEROX1
ENSG00000007516.15,BAIAP3
ENSG00000167711.14,SERPINF2
ENSG00000119681.12,LTBP2
ENSG00000163221.9,S100A12
ENSG00000163050.18,COQ8A
ENSG00000167965.18,MLST8
ENSG00000116213.16,WRAP73
ENSG00000176095.12,IP6K1
ENSG00000150893.11,FREM2
ENSG00000273032.4,DGCR5
ENSG00000152422.16,XRCC4
ENSG00000291154.2,PMS2P2
ENSG00000065809.14,FAM107B
ENSG00000223882.1,ABCC5-AS1
ENSG00000176058.13,TPRN
ENSG00000187607.16,ZNF286A
ENSG00000164877.19,MICALL2
ENSG00000117477.13,CCDC181
ENSG00000254242.3,LOC105379301
ENSG00000265996.1,MIR3671
ENSG00000201619.1,LOC124900429
ENSG00000109133.14,TMEM33
ENSG00000143190.23,POU2F1
ENSG00000137073.24,UBAP2
ENSG00000203942.5,C10orf62
ENSG00000174326.15,SLC16A11
ENSG00000096006.12,CRISP3
ENSG00000110076.21,NRXN2
ENSG00000178607.17,ERN1
ENSG00000102048.16,ASB9
ENSG00000115415.21,STAT1
ENSG00000104231.11,ZFAND1
ENSG00000178878.13,APOLD1
ENSG00000269067.2,ZNF728
ENSG00000007202.16,BLTP2
ENSG00000136824.19,SMC2
ENSG00000185386.15,MAPK11
ENSG00000154309.9,DISP1
ENSG00000138613.14,APH1B
ENSG00000218510.9,LINC00339
ENSG00000115306.17,SPTBN1
ENSG00000168827.15,GFM1
ENSG00000167733.14,HSD11B1L
ENSG00000183853.18,KIRREL1
ENSG00000250902.1,SMAD1-AS1
ENSG00000139433.11,GLTP
ENSG00000177225.17,GATD1
ENSG00000149357.10,LAMTOR1
ENSG00000169085.14,VXN
ENSG00000152256.14,PDK1
ENSG00000131378.14,RFTN1
ENSG00000135622.14,SEMA4F
ENSG00000129103.19,SUMF2
ENSG00000124920.14,MYRF
ENSG00000139117.14,CPNE8
ENSG00000213341.11,CHUK
ENSG00000188676.15,IDO2
ENSG00000180370.10,PAK2
ENSG00000258231.6,LOC100506869
ENSG00000172296.13,SPTLC3
ENSG00000227536.1,SOCS5P4
ENSG00000140006.12,WDR89
ENSG00000152583.13,SPARCL1
ENSG00000185043.13,CIB1
ENSG00000132294.15,EFR3A
ENSG00000173614.14,NMNAT1
ENSG00000135241.17,PNPLA8
ENSG00000166707.12,ZCCHC18
ENSG00000188396.4,DYNLT4
ENSG00000120549.19,KIAA1217
ENSG00000135447.17,PPP1R1A
ENSG00000204815.10,ODAD4
ENSG00000118473.23,SGIP1
ENSG00000120647.10,CCDC77
ENSG00000169550.14,MUC15
ENSG00000188986.9,NELFB
ENSG00000123989.15,CHPF
ENSG00000160208.13,RRP1B
ENSG00000128203.7,ASPHD2
ENSG00000206535.8,LNP1
ENSG00000265802.2,RN7SL49P
ENSG00000019991.18,HGF
ENSG00000131844.17,MCCC2
ENSG00000132182.13,NUP210
ENSG00000115091.12,ACTR3
ENSG00000221970.4,OR2A1
ENSG00000121481.12,RNF2
ENSG00000215915.10,ATAD3C
ENSG00000125089.18,SH3TC1
ENSG00000058085.15,LAMC2
ENSG00000292993.1,LOC100129534
ENSG00000153885.15,KCTD15
ENSG00000137285.11,TUBB2B
ENSG00000141560.15,FN3KRP
ENSG00000146858.8,ZC3HAV1L
ENSG00000151065.14,DCP1B
ENSG00000168101.15,NUDT16L1
ENSG00000175785.13,PRIMA1
ENSG00000163714.18,U2SURP
ENSG00000236064.4,LOC101928335
ENSG00000273694.1,LOC124904641
ENSG00000174514.13,MFSD4A
ENSG00000165996.14,HACD1
ENSG00000196323.14,ZBTB44
ENSG00000206650.1,SNORA70G
ENSG00000117500.13,TMED5
ENSG00000259571.2,BLID
ENSG00000116990.12,MYCL
ENSG00000188385.13,JAKMIP3
ENSG00000140265.14,ZSCAN29
ENSG00000240682.10,ISY1
ENSG00000131437.16,KIF3A
ENSG00000100372.15,SLC25A17
ENSG00000229531.7,RABGAP1L-AS1
ENSG00000173218.15,VANGL1
ENSG00000139324.12,TMTC3
ENSG00000139597.18,N4BP2L1
ENSG00000204475.10,NCR3
ENSG00000187747.2,OR52B6
ENSG00000102580.15,DNAJC3
ENSG00000246375.6,PPM1K-DT
ENSG00000164054.17,SHISA5
ENSG00000158019.21,BABAM2
ENSG00000200113.1,LOC124900242
ENSG00000135473.16,PAN2
ENSG00000256690.2,STX5-DT
ENSG00000105514.8,RAB3D
ENSG00000146038.12,DCDC2
ENSG00000168769.14,TET2
ENSG00000096070.19,BRPF3
ENSG00000166780.11,BMERB1
ENSG00000196839.14,ADA
ENSG00000155659.15,VSIG4
ENSG00000112578.11,BYSL
ENSG00000164506.16,STXBP5
ENSG00000196227.11,FAM217B
ENSG00000106346.12,USP42
ENSG00000185710.10,SMG1P4
ENSG00000155744.10,HYCC2
ENSG00000136108.15,CKAP2
ENSG00000276043.5,UHRF1
ENSG00000231013.3,SCTR-AS1
ENSG00000117983.17,MUC5B
ENSG00000166016.6,ABTB2
ENSG00000138592.14,USP8
ENSG00000090905.19,TNRC6A
ENSG00000214407.4,RDUR
ENSG00000085999.13,RAD54L
ENSG00000142731.11,PLK4
ENSG00000008869.12,HEATR5B
ENSG00000118292.9,C1orf54
ENSG00000273682.1,BLVRBP1
ENSG00000214654.9,B3GALT9
ENSG00000272701.3,MESTIT1
ENSG00000151835.17,SACS
ENSG00000246228.8,CASC8
ENSG00000171199.11,OPRPN
ENSG00000273024.7,INTS4P2
ENSG00000264247.3,ZNF407-AS1
ENSG00000175779.6,LINC02694
ENSG00000116151.14,MORN1
ENSG00000106355.10,LSM5
ENSG00000113312.12,TTC1
ENSG00000248858.8,FLJ46284
ENSG00000232046.9,LINC01798
ENSG00000143224.18,PPOX
ENSG00000291127.2,ANKRD36BP2
ENSG00000058091.17,CDK14
ENSG00000284024.4,MSANTD7
ENSG00000154473.18,BUB3
ENSG00000161551.15,ZNF577
ENSG00000058799.15,YIPF1
ENSG00000160789.25,LMNA
ENSG00000142330.20,CAPN10
ENSG00000252995.1,RNU6-667P
ENSG00000104979.9,C19orf53
ENSG00000101901.13,ALG13
ENSG00000251076.2,LOC101927023
ENSG00000075407.19,ZNF37A
ENSG00000290696.2,POM121L9P
ENSG00000260316.2,LOC124903619
ENSG00000179523.8,EIF3J-DT
ENSG00000136383.7,ALPK3
ENSG00000163545.11,NUAK2
ENSG00000165046.13,LETM2
ENSG00000162430.18,SELENON
ENSG00000265527.1,MIR5690
ENSG00000099326.9,MZF1
ENSG00000101049.18,SGK2
ENSG00000114544.17,SLC41A3
ENSG00000233597.3,RPL19P6
ENSG00000272767.2,JMJD1C-AS1
ENSG00000232788.3,ITGA6-AS1
ENSG00000047579.20,DTNBP1
ENSG00000144852.20,NR1I2
ENSG00000138764.15,CCNG2
ENSG00000226812.3,R3HDML-AS1
ENSG00000147162.15,OGT
ENSG00000138685.18,FGF2
ENSG00000170236.16,USP50
ENSG00000065000.20,AP3D1
ENSG00000230383.1,RPL6P19
ENSG00000291132.2,MTMR9LP
ENSG00000240966.3,RN7SL681P
ENSG00000047249.18,ATP6V1H
ENSG00000125910.6,S1PR4
ENSG00000243508.1,DNAJB6P7
ENSG00000204175.6,GPRIN2
ENSG00000153563.17,CD8A
ENSG00000184616.12,SPDYE12
ENSG00000134548.11,SPX
ENSG00000152778.10,IFIT5
ENSG00000281207.1,SLFNL1-AS1
ENSG00000101445.10,PPP1R16B
ENSG00000174804.4,FZD4
ENSG00000201470.1,RNY4P7
ENSG00000075415.15,SLC25A3
ENSG00000102805.16,CLN5
ENSG00000065989.16,PDE4A
ENSG00000110321.19,EIF4G2
ENSG00000178980.16,SELENOW
ENSG00000267028.1,TCF4-AS1
ENSG00000171408.14,PDE7B
ENSG00000151239.14,TWF1
ENSG00000140264.22,SERF2
ENSG00000106290.16,TAF6
ENSG00000276476.5,LINC00540
ENSG00000186522.15,SEPTIN10
ENSG00000243424.2,RN7SL107P
ENSG00000225231.3,LINC02470
ENSG00000128989.11,ARPP19
ENSG00000144815.18,NXPE3
ENSG00000217228.1,GSTA12P
ENSG00000138172.11,CALHM2
ENSG00000141867.19,BRD4
ENSG00000149089.13,APIP
ENSG00000100243.22,CYB5R3
ENSG00000005194.15,CIAPIN1
ENSG00000112699.11,GMDS
ENSG00000113615.13,SEC24A
ENSG00000047056.18,WDR37
ENSG00000103313.14,MEFV
ENSG00000249471.8,ZNF324B
ENSG00000006282.22,SPATA20
ENSG00000116793.16,PHTF1
ENSG00000248791.1,LOC100422687
ENSG00000171798.19,KNDC1
ENSG00000166747.13,AP1G1
ENSG00000131831.18,RAI2
ENSG00000226221.1,RPL26P19
ENSG00000163683.12,SMIM14
ENSG00000125835.20,SNRPB
ENSG00000130176.8,CNN1
ENSG00000158793.14,NIT1
ENSG00000143373.18,ZNF687
ENSG00000106991.15,ENG
ENSG00000055732.13,MCOLN3
ENSG00000169607.13,CKAP2L
ENSG00000170855.4,TRIAP1
ENSG00000125449.7,ARMC7
ENSG00000232878.3,DPYD-AS1
ENSG00000204599.16,TRIM39
ENSG00000290592.2,LOC107985211
ENSG00000242610.2,OR5BH1P
ENSG00000198399.16,ITSN2
ENSG00000147862.18,NFIB
ENSG00000161594.7,KLHL10
ENSG00000159131.17,GART
ENSG00000009307.17,CSDE1
ENSG00000119969.16,HELLS
ENSG00000255529.9,POLR2M
ENSG00000111850.11,SMIM8
ENSG00000177707.11,NECTIN3
ENSG00000227508.7,LINC01624
ENSG00000183765.24,CHEK2
ENSG00000108671.11,PSMD11
ENSG00000171587.15,DSCAM
ENSG00000082153.18,BZW1
ENSG00000236521.1,NPAP1P4
ENSG00000065923.10,SLC9A7
ENSG00000056586.16,RC3H2
ENSG00000175806.15,MSRA
ENSG00000204438.11,GPANK1
ENSG00000214548.19,MEG3
ENSG00000095585.18,BLNK
ENSG00000101680.16,LAMA1
ENSG00000108106.14,UBE2S
ENSG00000067191.17,CACNB1
ENSG00000168994.14,PXDC1
ENSG00000283813.1,MIR4485
ENSG00000114302.17,PRKAR2A
ENSG00000054392.13,HHAT
ENSG00000185651.16,UBE2L3
ENSG00000173705.9,SUSD5
ENSG00000110031.13,LPXN
ENSG00000293271.2,SLC44A3-AS1
ENSG00000117505.13,DR1
ENSG00000138375.14,SMARCAL1
ENSG00000049656.14,CLPTM1L
ENSG00000225698.4,IGHV3-72
ENSG00000129003.19,VPS13C
ENSG00000268686.2,LOC101928295
ENSG00000076924.12,XAB2
ENSG00000135486.19,HNRNPA1
ENSG00000225683.6,PACRG-AS3
ENSG00000179397.18,CATSPERE
ENSG00000261777.7,DDX19A-DT
ENSG00000080371.6,RAB21
ENSG00000139921.13,TMX1
ENSG00000185499.17,MUC1
ENSG00000258640.3,RPL21P5
ENSG00000226935.7,LINC00161
ENSG00000121807.7,CCR2
ENSG00000127720.8,METTL25
ENSG00000206687.1,RNU1-109P
ENSG00000104320.15,NBN
ENSG00000184661.14,CDCA2
ENSG00000286381.2,NHIP
ENSG00000127362.2,TAS2R3
ENSG00000175334.8,BANF1
ENSG00000250374.5,TRIM75
ENSG00000275090.1,RN7SL296P
ENSG00000163534.16,FCRL1
ENSG00000006831.10,ADIPOR2
ENSG00000143971.9,ETAA1
ENSG00000133935.7,ERG28
ENSG00000130054.5,NALF2
ENSG00000215251.5,FASTKD5
ENSG00000238133.6,MAP3K20-AS1
ENSG00000163686.15,ABHD6
ENSG00000155275.19,TRMT44
ENSG00000106268.16,NUDT1
ENSG00000275896.7,PRSS2
ENSG00000165275.10,TRMT10B
ENSG00000205531.14,NAP1L4
ENSG00000212135.1,SNORD67
ENSG00000108443.14,RPS6KB1
ENSG00000108823.17,SGCA
ENSG00000189077.11,TMEM120A
ENSG00000228395.4,LOC101929270
ENSG00000196814.15,MVB12B
ENSG00000175104.15,TRAF6
ENSG00000143155.13,TIPRL
ENSG00000107438.9,PDLIM1
ENSG00000125804.15,FAM182A
ENSG00000223855.5,PDGFA-DT
ENSG00000226292.1,RPS3AP10
ENSG00000182742.6,HOXB4
ENSG00000134899.24,ERCC5
ENSG00000179583.21,CIITA
ENSG00000169504.15,CLIC4
ENSG00000184261.5,KCNK12
ENSG00000103018.18,CYB5B
ENSG00000123643.14,SLC36A1
ENSG00000114956.20,DGUOK
ENSG00000261448.2,LOC102723692
ENSG00000139180.11,NDUFA9
ENSG00000143110.12,C1orf162
ENSG00000084207.18,GSTP1
ENSG00000174600.14,CMKLR1
ENSG00000167397.15,VKORC1
ENSG00000196550.11,FAM72A
ENSG00000105664.11,COMP
ENSG00000105671.12,DDX49
ENSG00000102225.17,CDK16
ENSG00000138768.15,USO1
ENSG00000141378.15,PTRH2
ENSG00000286559.2,LOC101927857
ENSG00000057663.16,ATG5
ENSG00000276088.1,RN7SL620P
ENSG00000157734.14,SNX22
ENSG00000121858.11,TNFSF10
ENSG00000138629.16,UBL7
ENSG00000106536.21,POU6F2
ENSG00000166922.9,SCG5
ENSG00000253199.2,LINC02153
ENSG00000198276.16,UCKL1
ENSG00000235016.2,SEMA3F-AS1
ENSG00000171488.15,LRRC8C
ENSG00000100146.20,SOX10
ENSG00000099290.17,WASHC2A
ENSG00000154027.19,AK5
ENSG00000267680.6,ZNF224
ENSG00000103642.12,LACTB
ENSG00000292994.2,LOC127239154
ENSG00000086015.23,MAST2
ENSG00000070718.13,AP3M2
ENSG00000165060.15,FXN
ENSG00000187608.10,ISG15
ENSG00000099977.16,DDT
ENSG00000273749.5,CYFIP1
ENSG00000222011.9,FAM185A
ENSG00000135749.20,PCNX2
ENSG00000236532.7,LINC01695
ENSG00000089639.11,GMIP
ENSG00000275832.5,ARHGAP23
ENSG00000134982.19,APC
ENSG00000175416.16,CLTB
ENSG00000004487.18,KDM1A
ENSG00000229348.1,HYI-AS1
ENSG00000115648.14,MLPH
ENSG00000138795.10,LEF1
ENSG00000140398.14,NEIL1
ENSG00000184967.7,NOC4L
ENSG00000176225.15,RTTN
ENSG00000158023.10,CFAP251
ENSG00000174483.20,BBS1
ENSG00000173276.14,ZBTB21
ENSG00000004534.15,RBM6
ENSG00000117758.14,STX12
ENSG00000122085.17,MTERF4
ENSG00000009950.16,MLXIPL
ENSG00000067167.8,TRAM1
ENSG00000200250.1,RNU6-1147P
ENSG00000256197.1,TSPAN9-IT1
ENSG00000133103.18,COG6
ENSG00000276775.1,IGHV4-4
ENSG00000213588.6,ZBTB9
ENSG00000106823.13,ECM2
ENSG00000124915.11,MYRF-AS1
ENSG00000131153.9,GINS2
ENSG00000264916.2,RN7SL230P
ENSG00000247315.4,ZCCHC3
ENSG00000241635.8,UGT1A1
ENSG00000243629.3,LINC00880
ENSG00000287342.2,LOC105375118
ENSG00000099284.15,MACROH2A2
ENSG00000123191.18,ATP7B
ENSG00000251745.1,RNU7-124P
ENSG00000092621.13,PHGDH
ENSG00000249859.15,PVT1
ENSG00000126453.11,BCL2L12
ENSG00000260876.7,LINC01229
ENSG00000197713.15,RPE
ENSG00000156787.17,TBC1D31
ENSG00000214535.3,RPS15AP1
ENSG00000149792.9,MRPL49
ENSG00000134326.12,CMPK2
ENSG00000211753.4,TRBV28
ENSG00000286790.2,LOC124903658
ENSG00000157343.9,ARMC12
ENSG00000109832.14,DDX25
ENSG00000117475.14,BLZF1
ENSG00000081818.4,PCDHB4
ENSG00000235530.8,TMEM11-DT
ENSG00000274070.2,CASTOR2
ENSG00000073910.23,FRY
ENSG00000233993.1,DTD1-AS1
ENSG00000014164.7,ZC3H3
ENSG00000119599.17,DCAF4
ENSG00000127580.17,WDR24
ENSG00000204536.15,CCHCR1
ENSG00000227533.8,SLC2A1-DT
ENSG00000184564.11,SLITRK6
ENSG00000205189.13,ZBTB10
ENSG00000158109.15,TPRG1L
ENSG00000221949.6,LINC01465
ENSG00000116062.19,MSH6
ENSG00000123179.14,EBPL
ENSG00000213906.10,LTB4R2
ENSG00000175868.14,CALCB
ENSG00000233757.7,ZNF892
ENSG00000268324.3,LRRC2-AS1
ENSG00000128016.8,ZFP36
ENSG00000109787.13,KLF3
ENSG00000265141.2,RN7SL451P
ENSG00000182551.14,ADI1
ENSG00000234488.1,RPL27P6
ENSG00000172986.13,GXYLT2
ENSG00000275878.1,RN7SL43P
ENSG00000241923.2,RPL14P3
ENSG00000010318.22,PHF7
ENSG00000072042.13,RDH11
ENSG00000176293.20,ZNF135
ENSG00000186318.18,BACE1
ENSG00000236914.5,LINC01852
ENSG00000075188.9,NUP37
ENSG00000167842.16,MIS12
ENSG00000149923.14,PPP4C
ENSG00000070193.5,FGF10
ENSG00000187514.17,PTMA
ENSG00000239779.7,WBP1
ENSG00000238741.1,SCARNA7
ENSG00000247092.10,SNHG10
ENSG00000234293.1,BACH1-IT3
ENSG00000198937.9,CCDC167
ENSG00000167721.11,TSR1
ENSG00000167325.15,RRM1
ENSG00000183549.10,ACSM5
ENSG00000123737.13,EXOSC9
ENSG00000100526.21,CDKN3
ENSG00000172006.12,ZNF554
ENSG00000172482.5,AGXT
ENSG00000263642.1,MIR4802
ENSG00000224707.1,E2F3-IT1
ENSG00000166153.17,DEPDC4
ENSG00000139508.15,SLC46A3
ENSG00000133121.21,STARD13
ENSG00000264769.1,MAFG-AS1
ENSG00000140948.13,ZCCHC14
ENSG00000181804.15,SLC9A9
ENSG00000086848.15,ALG9
ENSG00000151694.15,ADAM17
ENSG00000266066.1,POLRMTP1
ENSG00000119596.18,YLPM1
ENSG00000100311.17,PDGFB
ENSG00000182858.14,ALG12
ENSG00000115423.19,DNAH6
ENSG00000161888.12,SPC24
ENSG00000175538.11,KCNE3
ENSG00000126062.4,TMEM115
ENSG00000241868.3,RN7SL434P
ENSG00000267226.3,MALT1-AS1
ENSG00000177663.15,IL17RA
ENSG00000224254.2,MTCO1P39
ENSG00000169583.13,CLIC3
ENSG00000105750.15,ZNF85
ENSG00000122705.18,CLTA
ENSG00000172985.11,SH3RF3
ENSG00000228623.9,ZNF883
ENSG00000180773.15,SLC36A4
ENSG00000230935.1,RPS3P1
ENSG00000206983.1,RNU6-49P
ENSG00000197134.13,ZNF257
ENSG00000293475.2,SLC22A20P
ENSG00000170190.16,SLC16A5
ENSG00000180628.15,PCGF5
ENSG00000171502.15,COL24A1
ENSG00000047662.5,FAM184B
ENSG00000106686.18,SPATA6L
ENSG00000224245.1,LOC100421692
ENSG00000130714.19,POMT1
ENSG00000174839.13,DENND6A
ENSG00000293469.2,CHMP1B2P
ENSG00000164114.19,MAP9
ENSG00000144648.16,ACKR2
ENSG00000214517.10,PPME1
ENSG00000182173.14,TSEN54
ENSG00000262152.8,GREP1
ENSG00000226754.4,MAGOH-DT
ENSG00000165124.19,SVEP1
ENSG00000131941.8,RHPN2
